ADMIN0,ADMIN1,ADMIN2,IUs_NAME,IU_CODE,Year,PopTot,PopPreSAC,PopSAC,PopAdult,Endemicity,PopReq,PopTrg,PopTreat,Cov,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiCov,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,MDA_scheme,Endemicity_ID,Endemicity_loa,Raploa_MIN,Raploa_MAX,ov_prev_mean,ov_prev_min,ov_prev_ma
Seychelles,East,Anse Aux Pins,Anse Aux Pins,SYC0424341227,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,West,Anse Boileau,Anse Boileau,SYC0423441228,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Northern,Anse Etoile,Anse Etoile,SYC0424041229,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,South,Anse Royale,Anse Royale,SYC0423841230,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,South,Au Cap,Au Cap,SYC0423841231,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,South,Baie Lazare,Baie Lazare,SYC0423841232,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Inner Islands,Baie Ste Anne,Baie Ste Anne,SYC0423941233,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Northern,Beau Vallon,Beau Vallon,SYC0424041234,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Central,Bel Air,Bel Air,SYC0424141235,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Northern,Belombre,Belombre,SYC0424041236,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,East,Cascade,Cascade,SYC0424341237,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Central,English River,English River,SYC0424141238,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Northern,Glacis,Glacis,SYC0424041239,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,West,Grand Anse Mahe,Grand Anse Mahe,SYC0423441240,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Inner Islands,Grand Anse Praslin,Grand Anse Praslin,SYC0423941241,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Inner Islands,La Digue,La Digue,SYC0423941242,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,East,Les Mamelles,Les Mamelles,SYC0424341243,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Central,Mont Buxton,Mont Buxton,SYC0424141244,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Central,Mont Fleuri,Mont Fleuri,SYC0424141245,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Other Islands,Outer Islands,Outer Islands,SYC0425241246,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,East,Plaisance,Plaisance,SYC0424341247,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,East,Pointe Larue,Pointe Larue,SYC0424341248,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,West,Port Glaud,Port Glaud,SYC0423441249,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,East,Roche Caiman,Roche Caiman,SYC0424341250,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,Central,St Louis,St Louis,SYC0424141251,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
Seychelles,South,Takamaka,Takamaka,SYC0423841252,2020,0,0,0,0,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,,,
United Republic of Tanzania,Shinyanga,Kahama,Kahama,TZA0480646457,2020,0,0,0,0,Not reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,999,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Arusha City Council,Arusha Cc,TZA0478646459,2020,517357,66739,105216,345402,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Arusha District Council,Arusha,TZA0478646460,2020,401516,51796,79707,270013,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Karatu District Council,Karatu,TZA0478646461,2020,285942,36886,60712,188344,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Longido District Council,Longido,TZA0478646462,2020,152995,19736,35947,97312,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Meru District Council,Meru,TZA0478646463,2020,333122,42973,67344,222805,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Monduli District Council,Monduli,TZA0478646464,2020,197441,25470,43473,128498,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Arusha,Ngorongoro District Council,Ngorongoro,TZA0478646465,2020,216510,27930,48404,140176,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Dar Es Salaam,Ilala Municipal Council,Ilala Mc,TZA0478746466,2020,1904036,245621,259565,1398850,Non-endemic,0,0,0,0,9,0,0,5,5,0,0,0,5,5,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Dar Es Salaam,Kinondoni Municipal Council,Kinondoni Mc,TZA0478746467,2020,1450213,187077,178824,1084312,Non-endemic,0,0,0,0,9,0,0,5,5,0,0,0,5,5,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Dar Es Salaam,Temeke Municipal Council,Temeke Mc,TZA0478746468,2020,1881166,242670,267420,1371076,Non-endemic,0,0,0,0,9,0,0,5,5,0,0,0,5,5,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Dodoma,Bahi District Council,Bahi,TZA0478846469,2020,261782,33770,54955,173057,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.043,0.043,0.043
United Republic of Tanzania,Dodoma,Chamwino District Council,Chamwino,TZA0478846470,2020,390396,50361,91641,248394,Non-endemic,0,0,0,0,5,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0.064,0.043,0.085
United Republic of Tanzania,Dodoma,Chemba District Council,Chemba,TZA0478846471,2020,321967,41534,66078,214355,Non-endemic,0,0,0,0,8,0,0,4,4,0,0,0,4,4,Not delivered,0,Non-endemic,0,0,0.085,0.085,0.085
United Republic of Tanzania,Dodoma,Dodoma Municipal Council,Dodoma Mc,TZA0478846472,2020,485371,62613,121924,300834,Non-endemic,0,0,0,0,5,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0.064,0.043,0.085
United Republic of Tanzania,Dodoma,Kondoa District Council,Kondoa,TZA0478846473,2020,248833,32099,56620,160114,Non-endemic,0,0,0,0,8,0,0,4,3,0,0,0,4,3,Not delivered,0,Non-endemic,0,0,0.064,0.043,0.085
United Republic of Tanzania,Dodoma,Kongwa District Council,Kongwa,TZA0478846474,2020,366103,47227,92776,226100,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.064,0.043,0.085
United Republic of Tanzania,Dodoma,Mpwapwa District Council,Mpwapwa,TZA0478846475,2020,360295,46478,83343,230474,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.064,0.043,0.085
United Republic of Tanzania,Geita,Bukombe District Council,Bukombe,TZA0478946476,2020,276549,35675,97625,143249,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Geita,Chato District Council,Chato,TZA0478946477,2020,449697,58011,148511,243175,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Geita,Geita District Council,Geita,TZA0478946478,2020,757338,97697,257105,402536,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Geita,Mbogwe District Council,Mbogwe,TZA0478946479,2020,238837,30810,83024,125003,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Geita,Nyang'Hwale District Council,Nyang'Hwale,TZA0478946480,2020,182672,23565,52576,106531,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Iringa,Iringa District Council,Iringa,TZA0479046481,2020,277810,35837,78650,163323,Non-endemic,0,0,0,0,6,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0.239,0,0.478
United Republic of Tanzania,Iringa,Iringa Municipal Council,Iringa Mc,TZA0479046482,2020,165511,21351,35531,108629,Non-endemic,0,0,0,0,6,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0.146633333,0,0.667
United Republic of Tanzania,Iringa,Kilolo District Council,Kilolo,TZA0479046483,2020,238549,30773,46669,161107,Non-endemic,0,0,0,0,6,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Iringa,Mafinga Town Council,Mafinga Tc,TZA0479046484,2020,78347,10107,17301,50939,Non-endemic,0,0,0,0,7,0,0,1,1,0,0,0,1,1,Not delivered,0,Non-endemic,0,0,0.146633333,0,0.667
United Republic of Tanzania,Iringa,Mufindi District Council,Mufindi,TZA0479046485,2020,285004,36766,69722,178516,Endemic (MDA not delivered),285004,0,0,0,12,0,0,6,5,0,0,0,6,3,Not delivered,1,Non-endemic,0,0,0.2009,0,0.667
United Republic of Tanzania,Kagera,Biharamulo District Council,Biharamulo,TZA0479146486,2020,416471,53725,92572,270174,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Bukoba District Council,Bukoba,TZA0479146487,2020,372971,48113,86385,238473,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Bukoba Municipal Council,Bukoba Mc,TZA0479146488,2020,165817,21390,30105,114322,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Karagwe District Council,Karagwe,TZA0479146489,2020,427457,55142,86898,285417,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Kyerwa District Council,Kyerwa,TZA0479146490,2020,413303,53316,98370,261617,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Missenyi District Council,Missenyi,TZA0479146491,2020,260878,33653,55521,171704,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Muleba District Council,Muleba,TZA0479146492,2020,695620,89735,158457,447428,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kagera,Ngara District Council,Ngara,TZA0479146493,2020,412056,53155,89999,268902,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Katavi,Mlele District Council,Mlele,TZA0479246494,2020,55887,7209,15075,33603,Non-endemic,0,0,0,0,5,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Katavi,Mpanda District Council,Mpanda District Council,TZA0479246495,2020,231442,29856,74108,127478,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Katavi,Mpanda Municipal Council,Mpanda Mc,TZA0479246496,2020,142187,18342,51634,72211,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Katavi,Nsimbo District Council,Nsimbo,TZA0479246497,2020,166064,21422,38218,106424,Non-endemic,0,0,0,0,5,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kigoma,Buhigwe District Council,Buhigwe,TZA0479346498,2020,315175,40658,62549,211968,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kigoma,Kakonko District Council,Kakonko,TZA0479346499,2020,207631,26784,43172,137675,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kigoma,Kasulu District Council,Kasulu,TZA0479346500,2020,527633,68065,110434,349134,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kigoma,Kasulu Town Council,Kasulu Tc,TZA0479346501,2020,258050,33288,51579,173183,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.007174603,0,0.15
United Republic of Tanzania,Kigoma,Kibondo District Council,Kibondo,TZA0479346502,2020,323835,41775,66303,215757,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Kigoma,Kigoma-Ujiji Municipal Council,Kigoma-Ujiji Mc,TZA0479346503,2020,266991,34442,50225,182324,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.007174603,0,0.15
United Republic of Tanzania,Kigoma,Kigoma District Council,Kigoma,TZA0479346504,2020,262168,33820,52925,175423,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.035714286,0,0.15
United Republic of Tanzania,Kigoma,Uvinza District Council,Uvinza,TZA0479346505,2020,475396,61326,93843,320227,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.007333333,0,0.022
United Republic of Tanzania,Kilimanjaro,Hai District Council,Hai,TZA0479446506,2020,242423,31273,42159,168991,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Moshi District Council,Moshi,TZA0479446507,2020,537440,69330,84147,383963,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Moshi Municipal Council,Moshi Mc,TZA0479446508,2020,212209,27375,33731,151103,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Mwanga District Council,Mwanga,TZA0479446509,2020,151353,19525,29935,101893,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Rombo District Council,Rombo,TZA0479446510,2020,300493,38764,42872,218857,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Same District Council,Same,TZA0479446511,2020,310680,40078,63787,206815,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Kilimanjaro,Siha District Council,Siha,TZA0479446512,2020,133932,17277,26010,90645,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.121,0.121,0.121
United Republic of Tanzania,Lindi,Kilwa District Council,Kilwa,TZA0479546513,2020,219359,28297,57322,133740,Non-endemic,0,0,0,0,16,0,0,6,6,0,0,0,6,6,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Lindi,Lindi District Council,Lindi,TZA0479546514,2020,208956,26955,43558,138443,Non-endemic,0,0,0,0,16,0,0,6,6,0,0,0,6,6,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Lindi,Lindi Municipal Council,Lindi Mc,TZA0479546515,2020,84857,10947,16819,57091,Non-endemic,0,0,0,0,15,0,0,5,3,0,0,0,5,3,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Lindi,Liwale District Council,Liwale,TZA0479546516,2020,98354,12688,24574,61092,Non-endemic,0,0,0,0,10,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Lindi,Nachingwea District Council,Nachingwea,TZA0479546517,2020,192081,24778,41540,125763,Non-endemic,0,0,0,0,13,0,0,4,4,0,0,0,4,4,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Lindi,Ruangwa District Council,Ruangwa,TZA0479546518,2020,141081,18199,29031,93851,Non-endemic,0,0,0,0,15,0,0,5,4,0,0,0,5,4,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Babati District Council,Babati,TZA0479646519,2020,402392,51909,84279,266204,Non-endemic,0,0,0,0,6,0,0,3,3,0,0,0,3,3,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Babati Town Council,Babati Tc,TZA0479646520,2020,119934,15472,24626,79836,Non-endemic,0,0,0,0,6,0,0,3,3,0,0,0,3,3,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Hanang District Council,Hanang,TZA0479646521,2020,355505,45860,73713,235932,Non-endemic,0,0,0,0,6,0,0,3,3,0,0,0,3,3,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Kiteto District Council,Kiteto,TZA0479646522,2020,315158,40655,62322,212181,Non-endemic,0,0,0,0,6,0,0,3,2,0,0,0,3,2,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Mbulu District Council,Mbulu,TZA0479646523,2020,246312,31774,50954,163584,Non-endemic,0,0,0,0,6,0,0,3,2,0,0,0,3,2,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Manyara,Simanjiro District Council,Simanjiro,TZA0479646524,2020,230173,29692,46441,154040,Non-endemic,0,0,0,0,6,0,0,3,2,0,0,0,3,2,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Bunda District Council,Bunda,TZA0479746525,2020,269276,34737,70753,163786,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Butiama District Council,Butiama,TZA0479746526,2020,258072,33291,81236,143545,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Musoma District Council,Musoma,TZA0479746527,2020,253553,32708,72259,148586,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Musoma Municipal Council,Musoma Mc,TZA0479746528,2020,163599,21104,44071,98424,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Rorya District Council,Rorya,TZA0479746529,2020,323038,41672,102884,178482,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Serengeti District Council,Serengeti,TZA0479746530,2020,303769,39186,84833,179750,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Tarime District Council,Tarime,TZA0479746531,2020,318672,41109,105349,172214,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mara,Tarime Town Council,Tarime Tc,TZA0479746532,2020,95040,12260,34082,48698,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,Non-endemic,0,0,0.082154313,0,1
United Republic of Tanzania,Mbeya,Busokelo District Council,Busokelo,TZA0479846533,2020,117853,15203,23641,79009,Endemic (MDA not delivered),117853,0,0,0,11,0,0,6,5,0,0,0,5,4,Not delivered,1,Non-endemic,0,0,0.126041667,0,0.625
United Republic of Tanzania,Mbeya,Chunya District Council,Chunya,TZA0479846534,2020,191781,24740,42075,124966,Non-endemic,0,0,0,0,6,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.009666667,0,0.029
United Republic of Tanzania,Songwe,Ileje District Council,Ileje,TZA0481146535,2020,158399,20433,26908,111058,Endemic (MDA not delivered),158399,0,0,0,18,0,0,6,6,0,0,0,6,3,Not delivered,1,Non-endemic,0,0,0.175,0,0.425
United Republic of Tanzania,Mbeya,Kyela District Council,Kyela,TZA0479846536,2020,270926,34949,60119,175858,Endemic (MDA not delivered),270926,0,0,0,18,0,0,6,6,0,0,0,6,2,Not delivered,1,Non-endemic,0,0,0.116,0,0.433
United Republic of Tanzania,Mbeya,Mbarali District Council,Mbarali,TZA0479846537,2020,367592,47419,76803,243370,Non-endemic,0,0,0,0,6,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Mbeya,Mbeya City Council,Mbeya Cc,TZA0479846538,2020,471273,60794,95895,314584,Non-endemic,0,0,0,0,6,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0.062405934,0,0.667
United Republic of Tanzania,Mbeya,Mbeya District Council,Mbeya,TZA0479846539,2020,373468,48177,78658,246633,Non-endemic,0,0,0,0,6,0,0,2,2,0,0,0,2,2,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Songwe,Mbozi District Council,Mbozi,TZA0481146540,2020,568087,73283,123543,371261,Non-endemic,0,0,0,0,6,0,0,2,1,0,0,0,2,1,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Songwe,Momba District Council,Momba,TZA0481146541,2020,214766,27705,50336,136725,Non-endemic,0,0,0,0,5,0,0,1,1,0,0,0,1,1,Not delivered,0,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Mbeya,Rungwe District Council,Rungwe,TZA0479846542,2020,297004,38314,61502,197188,Endemic (MDA not delivered),297004,0,0,0,18,0,0,6,5,0,0,0,6,3,Not delivered,1,Non-endemic,0,0,0.122727273,0,0.667
United Republic of Tanzania,Songwe,Tunduma Town Council,Tunduma Tc,TZA0481146543,2020,159913,20629,38320,100964,Non-endemic,0,0,0,0,7,0,0,1,1,0,0,0,1,1,Not delivered,0,Non-endemic,0,0,0.04375,0,0.425
United Republic of Tanzania,Morogoro,Gairo District Council,Gairo,TZA0479946544,2020,233800,30160,49761,153879,Endemic (MDA not delivered),233800,0,0,0,17,0,0,6,5,0,0,0,6,4,Not delivered,1,Non-endemic,0,0,0,0,0
United Republic of Tanzania,Morogoro,Kilombero District Council,Kilombero,TZA0479946545,2020,374778,48346,81523,244909,Endemic (under MDA),374778,299822,326806,109,21,1,1,7,7,87.2,1,1,7,4,IVM,2,Non-endemic,0,0,0.276851852,0,0.733
United Republic of Tanzania,Morogoro,Kilosa District Council,Kilosa,TZA0479946546,2020,530776,68470,108984,353322,Endemic (MDA not delivered),530776,0,0,0,17,0,0,6,6,0,0,0,6,1,Not delivered,1,Non-endemic,0,0,0.092133333,0,0.344
United Republic of Tanzania,Morogoro,Morogoro District Council,Morogoro,TZA0479946547,2020,346743,44730,81495,220518,Endemic (MDA not delivered),346743,0,0,0,14,0,0,6,6,0,0,0,6,3,Not delivered,1,Non-endemic,0,0,0.181904762,0,0.5
United Republic of Tanzania,Morogoro,Morogoro Municipal Council,Morogoro Mc,TZA0479946548,2020,382619,49358,85142,248119,Non-endemic,0,0,0,0,13,0,0,5,5,0,0,0,5,5,Not delivered,0,Non-endemic,0,0,0.19946541,0,0.95
United Republic of Tanzania,Morogoro,Mvomero District Council,Mvomero,TZA0479946549,2020,378071,48771,85290,244010,Endemic (MDA not delivered),378071,0,0,0,14,0,0,6,6,0,0,0,6,4,Not delivered,1,Non-endemic,0,0,0.063466667,0,0.233
United Republic of Tanzania,Morogoro,Ulanga District Council,Ulanga,TZA0479946550,2020,208427,26887,52569,128971,Endemic (under MDA),208427,166742,188469,113.03,21,1,1,7,7,90.42,1,1,7,4,IVM,2,Non-endemic,0,0,0.424366667,0,0.95
